CustomerID,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus,Churn
3024762,35.55,212,30,3.46,2,0,28,0.4,4,3.7,12,2.3,0,4.5,8.7,4.3,48.3,16.7,7.7,0,0,31,1,1,SANGEO512,1,1,953,46,40,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,8,No,0,No,1-Highest,Rural,Other,Yes,No
3024778,31.12,116,30,0,0,0.1,6,1.7,0,0,8,0,0,45.7,4.7,0.3,11,34,0,0,0,31,1,1,SFRSMO650,1,1,953,60,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,9,No,0,No,1-Highest,Suburban,Other,No,Yes
3024790,59.3,369,30,0,65,0,49,-8.5,5.3,0,6,0,0,29.4,13,4.3,105.7,27.7,5.3,0,0,31,1,1,PHXPHX602,3,3,353,42,42,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,9,No,0,No,1-Highest,Suburban,Professional,Yes,No
3024806,19.11,47,20,0.25,0,0,1,-8.1,0.3,0,2,0,0,0.8,2.3,0,10.7,0.7,0.3,0,0,33,1,1,HOUHOU281,1,1,1015,36,36,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,6,No,0,No,1-Highest,Other,Other,Unknown,No
3024814,32.78,166,32,0,0,0,14,-0.3,1.3,0,35,0,0,6.6,9.3,3,64.7,3.3,1.3,0,0.3,31,2,2,PHXPHX602,1,1,953,32,0,No,No,Yes,Yes,No,Known,No,No,No,No,No,No,0,0,Yes,No,0,6,No,1,No,1-Highest,Suburban,Professional,No,No
3024830,50.44,581,60,0,0,0,-17,-0.4,3.7,2,26.3,0.7,0,113.4,8.7,3.7,153.3,63.3,5.7,0,0.3,31,1,1,FLNORL407,3,3,158,48,0,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,7,No,2,No,4-Medium,Town,Professional,Yes,No
3024842,50.48,552,59,0.25,0,0,81,-0.2,0.3,2,42.7,1,0,123.2,60.3,36.7,97,152,2.3,16,4,33,1,1,STLSTL314,5,4,463,42,70,No,No,Yes,Yes,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,5,No,0,No,5-Low,Other,Crafts,Yes,No
3024850,44.29,286,30,0.99,38,0,258,41.9,1.7,0.7,4.3,0,0,44.5,5.3,0.7,47.7,4,2.3,0,0,33,1,1,FLNTAM813,1,1,1014,32,32,No,No,Yes,No,No,Known,No,No,No,Yes,No,Yes,0,0,No,No,0,9,No,0,No,1-Highest,Town,Other,Yes,Yes
3024854,33.64,222,42,1.49,0,0,-60,0.2,2,4.7,21.7,0,0,7,23.3,0.7,77.7,22.7,6.7,0,0.3,31,2,2,DALDAL214,1,1,935,42,40,Yes,No,No,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,9,No,0,No,1-Highest,Suburban,Professional,Yes,Yes
3024858,104.92,1677,95,2.23,42,7.2,107,14.9,2.3,4.7,29.3,3.3,0,136.8,32,1.7,158.7,68.7,7,0,3.7,33,1,1,LOULEX606,2,2,55,28,26,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,5,No,0,No,1-Highest,Suburban,Professional,Yes,No
3024862,30.57,60,40,0,2,0,-6,-0.6,0.3,8.3,10.3,0,0,4.3,0,0,19.7,9.7,8.7,0,0,33,1,1,NSHNSH615,3,3,272,62,62,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,3,No,0,No,4-Medium,Other,Other,Yes,No
3024866,17.25,23,17,0,0,0,28,0.5,0,1,3,0,0,1.5,0,0,6,0.7,1,0,0,35,2,2,BIRBIR205,2,2,392,78,80,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,Yes,0,3,No,0,No,1-Highest,Rural,Retired,Yes,No
3024870,63.99,586,38,0,54,0,-92,-21.1,19,23,46,0,0,149.6,69.7,117,163.7,106.3,42,0,1.3,37,3,2,SANMCA210,4,4,376,36,32,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,3,No,0,No,1-Highest,Rural,Other,Unknown,Yes
3024874,72.53,538,30,4.21,80,0,-230,-18.8,7.3,0.7,16.7,3,0,126.2,10.3,0.3,81.3,38.7,8,0,1,33,2,1,SFROAK510,5,1,197,44,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,No,3-Good,Other,Other,No,No
3024878,64.7,558,50,0,49,0,126,21.1,6.3,1,22,2.3,0,143.4,72.7,5.7,99,95.7,7.3,0,2.3,35,2,2,NNYSYR315,1,1,1060,44,0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,Yes,0,2,No,0,No,4-Medium,Other,Other,No,No
3024882,56.38,590,50,2.23,0,0,253,8.3,10.3,31.3,37.3,0,0.3,0.8,8.3,0,84.7,91.3,41.7,0,0.3,33,1,1,STLCOL618,6,3,216,52,50,Yes,Yes,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,7,No,0,No,6-VeryLow,Other,Professional,Yes,No
3024886,51.43,555,60,0.99,0,0,202,2.5,3.3,1.7,45,0,0,116.2,47.3,44,133.3,104,5,0,0,31,2,2,NYCNEW973,2,2,313,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,Yes,0,1,No,0,No,3-Good,Other,Other,Unknown,No
3024890,18.27,7,17,0,0,1.3,14,3.8,0,0,0,0,0,0,0,0,1.3,0,0,0,0,37,1,1,DETROS810,1,1,1121,46,0,No,No,No,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,8,No,0,No,1-Highest,Town,Clerical,Yes,No
3024898,42.9,135,30,0,11,7.2,-118,-12.9,0,0,6.3,0,0.3,9,2,0,28.7,4.7,0,0,0,35,1,1,SEASEA206,2,2,629,58,46,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,7,No,0,No,1-Highest,Other,Other,Yes,Yes
3024902,52.15,436,45,0.99,12,3,-103,-3.3,2.3,5.7,20.3,0,0,108.7,69.3,11.7,131,53.3,8,0,0,35,2,2,LOULEX606,2,2,723,0,0,No,Yes,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,No,3-Good,Other,Other,Unknown,Yes
3024910,124.88,1159,76,1.24,158,0,-31,-41.6,17.3,2.3,88,14.3,1.3,328.8,40.3,2,230.7,151.3,19.7,0,4.3,31,1,1,NEVLVS702,6,5,516,0,0,No,Yes,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,No,5-Low,Suburban,Other,Unknown,No
3024914,30.71,35,30,0,0,0.6,-25,-0.7,2,4.3,4.3,1,1,0.4,11.7,0.3,20.3,11,6.3,0,0,33,3,3,DALDAL214,2,2,68,NA,NA,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,No,6-VeryLow,Suburban,Other,Unknown,No
3024938,200.9,1481,126,8.41,150,0.1,-581,-195.6,21.3,4,189.7,2.3,0,334.1,110.3,57,414,443,25.3,0,0.7,33,1,1,NYCNEW973,6,5,163,32,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,No,0,1,No,0,No,6-VeryLow,Other,Other,No,No
3024954,111.4,1267,69,1.49,116,1.7,775,-31.4,9,0,27.3,0,0,292.9,152,51.3,220.7,99.7,9,0,4,37,2,1,SFRSCL408,3,3,60,0,0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,No,0,2,No,1,No,3-Good,Other,Other,No,No
3024958,96.73,715,70,6.19,79,5,-362,-35.4,9.7,1,30.3,0,0,140.4,63.3,15.3,163,104,10.7,0,2,35,1,1,BOSBOS617,4,4,239,54,0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,7,No,0,No,3-Good,Suburban,Other,Unknown,No
3024962,10.63,249,10,0.25,0,0,-52,-0.6,2.3,0,6,0,0,10,7,2.3,22,26.7,2.3,0,0,35,4,3,HOUHOU281,4,3,247,54,48,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,Yes,0,6,No,2,No,1-Highest,Suburban,Professional,Unknown,No
3024966,48.59,318,32,0.25,63,0,-74,-4.2,2.3,0.3,25,0.7,0.3,57,39.7,13.7,96.7,68,2.7,0,0.3,35,3,3,SFRSAC916,2,2,600,40,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,No,1-Highest,Suburban,Other,No,Yes
3024974,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,1,SFRSFR415,5,4,490,66,66,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,1,1,No,No,0,6,No,0,Yes,1-Highest,Other,Other,Yes,Yes
3024978,34.74,239,32,2.72,0,1.1,15,-1.5,2,1.7,7.7,0,0,78.5,22,9.7,59,44,3.7,0,1.3,35,2,2,SANGEO512,2,2,617,44,40,No,No,Yes,Yes,Yes,Known,No,Yes,No,No,Yes,No,0,0,No,Yes,0,9,No,0,No,1-Highest,Suburban,Other,Unknown,No
3024990,89.07,231,95,0,8,0.9,72,-4.1,1.7,0.3,13.7,0,0,33.8,19.3,5,70.3,17.7,2,0,1,35,2,2,MILMIL414,2,2,731,40,34,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,3,No,0,No,1-Highest,Rural,Crafts,Yes,No
3025002,167.86,1114,60,2.23,304,3.3,-1114,-117.3,21.7,0.3,65,3.7,0.3,279.9,84,14.7,162.3,129,22,0,0,31,1,1,APCBAL410,2,2,451,22,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,9,No,0,No,5-Low,Suburban,Other,No,No
3025006,35.8,179,35,0,0,0.1,5,-0.8,0,2,9.7,0,0,66.3,10,5.3,57.3,32.3,2,0,0,31,2,2,NSHNSH615,2,2,359,50,0,No,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,7,No,0,No,3-Good,Suburban,Professional,Unknown,No
3025010,134.16,426,85,0,0,45.9,-166,-45.9,1.7,8.3,30,0.7,0,10,12,0.3,53.3,35.3,10,0,0,33,3,3,SANCRP512,2,2,44,54,48,Yes,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,1,No,3-Good,Town,Other,Yes,No
3025014,38.04,364,35,1.24,0,0,-123,4.2,1,1,12.7,0,0,0.1,11.7,0.3,33.7,32.3,2,0,0,35,1,1,DALDAL214,1,1,1059,52,0,No,No,No,Yes,Yes,Known,No,No,No,No,No,No,0,0,Yes,No,0,4,No,0,No,1-Highest,Town,Other,No,Yes
3025018,55.33,327,47,2.48,6,0.3,10,-3.6,4.3,7,7,0,0,83.6,17.7,9.3,88,29.3,11.3,0,1,31,2,2,FLNORL407,3,3,28,40,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,9,No,0,No,1-Highest,Other,Other,Unknown,No
3025022,29.99,104,50,0,0,0,18,0,2.7,0,7,0,0,22,8.3,2,29,16.7,2.7,0,0.3,33,1,1,SEASPO509,2,2,738,NA,NA,No,No,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,No,1-Highest,Other,Other,Unknown,Yes
3025038,50,273,50,0,0,0,103,0,0.3,5,23,0,0,11.1,2.3,0,60,20,5.3,0,0.3,33,1,1,NOLKEN504,3,3,711,60,0,No,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,1,No,7-Lowest,Other,Other,Yes,No
3025042,70.98,393,70,3.46,0,1,-22,0.8,23.7,5.7,29,0,0,40.9,39.7,2.3,89.7,63,29.3,0,0,33,1,1,DALFTW817,4,4,358,40,50,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,No,0,9,No,0,No,1-Highest,Other,Professional,Yes,No
3025046,30.37,226,29,0,1,1.1,171,-0.5,1.3,1.3,40.3,0,0,4.3,2.3,0,32.7,43.3,2.7,0,0,35,1,1,DALFTW817,1,1,1058,36,36,Yes,No,No,Yes,Yes,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,Yes,No,0,6,No,0,No,1-Highest,Other,Professional,Yes,Yes
3025050,58.46,278,18,1.73,136,0,-209,-30.3,1,2.3,21.3,0,0,47.3,9,0.7,65.7,42,3.3,0,1,31,1,1,DALFTW817,3,2,347,44,0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,Yes,No,0,6,No,0,No,5-Low,Suburban,Other,No,No
3025054,42.25,199,45,0.74,0,3.3,39,-4,3.3,3.3,12,0.7,0,51,19.3,1,56,38,6.7,0,1.7,33,2,1,OKCTUL918,2,2,298,64,0,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,5,No,0,No,1-Highest,Town,Clerical,Yes,No
3025058,158.59,1511,10,10.64,390,0.4,-437,-140.7,13.7,18.3,100,3.7,0,268.7,131,27.3,345.7,161.7,32,0,10.7,37,3,3,FLNTAM813,7,5,46,32,0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,No,1-Highest,Other,Other,Yes,Yes
3025062,102.05,908,75,1.24,84,1.4,-311,-23.8,5.3,1.7,22.3,0,0,329.8,96.3,28.3,119.7,122.3,7,0,1,33,1,1,APCSIL301,5,4,141,32,34,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,9,No,0,No,1-Highest,Suburban,Other,Yes,No
3025082,13.95,0,14,0,0,0,0,-23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,1,DETPON248,1,1,1120,0,0,Yes,No,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,6,No,0,No,1-Highest,Suburban,Homemaker,Yes,No
3025090,32.49,87,32,0,0,0,-45,0,2,4.7,4.7,0.7,0,10.5,4,1.7,30,7.3,6.7,0,0,33,2,2,STLSTL314,2,2,454,38,40,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,No,0,9,No,0,No,1-Highest,Suburban,Other,Yes,No
3025094,46.68,215,30,1.73,29,0,-87,-13.4,7,2.3,19.3,1,0,49.8,5.7,2.7,60,71.7,9.3,0,0.7,37,1,1,SFRSMO650,1,1,1120,50,48,Yes,No,No,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,9,No,0,No,5-Low,Other,Self,Yes,Yes
3025098,31.44,470,30,0,4,0,-64,2.8,4.3,0,16.7,0,0,95.1,11.3,0.3,99.3,73.7,4.3,0,0,33,1,1,NYCMAN917,3,2,486,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,No,1-Highest,Suburban,Other,Unknown,Yes
3025102,72.62,654,50,0.74,88,0,249,27.9,7.7,0.3,35.7,0,0,177,22.7,8.3,241,40,8,0,0.7,35,1,1,NYCBRO917,4,2,245,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,1,No,1-Highest,Other,Other,Unknown,No
3025110,30.27,28,30,0,0,0,-16,-0.3,0.7,4.3,1.7,0,0,4.4,0.3,0.3,1.3,10.3,5,0,0,31,1,1,ATLKNO423,3,2,865,42,44,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,4,No,0,No,1-Highest,Town,Other,Unknown,No
3025118,34.99,195,45,0,0,0,-2,0,1.3,2.7,80.3,0,0,53.2,0.7,0,54.3,46,4,0,0.3,37,1,1,MINSTP612,2,2,825,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,No,1-Highest,Other,Other,Unknown,No
3025122,102.07,410,35,0,203,0.1,33,11.1,4.3,0.3,10.7,0.3,0.7,128.4,6,3.7,118,6.7,4.7,0,0,33,2,1,APCSIL301,7,4,240,56,46,Yes,Yes,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,9,No,1,No,1-Highest,Town,Crafts,Yes,Yes
3025126,68.46,1732,85,0,30,0.3,142,6.5,6.3,2,26,2.7,0.3,507.9,88.3,15.3,210.7,146.7,8.3,0,1.3,33,1,1,NYCBRO917,3,3,123,36,0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,1,No,0,No,1-Highest,Other,Other,No,No
3025130,58.15,409,55,1.73,0,0,-54,-1.2,6,0.3,7.7,1,0,125.7,2,2,61.3,28,6.3,0,0,37,1,1,SEASEA206,3,2,140,26,0,No,No,Yes,No,No,Known,No,No,No,Yes,No,No,0,0,Yes,No,2,6,No,1,No,5-Low,Other,Professional,No,No
3025142,39.42,604,45,0,9,0.9,152,8.9,9,3.7,22.3,0,0,21.3,1,0,78,60.7,12.7,0,0.7,31,1,1,DALDAL214,2,2,203,50,42,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,0,No,1-Highest,Town,Professional,Yes,No
3025154,47.99,225,50,0.5,0,0,-10,-0.5,4,0.3,5.7,0.3,0,31.1,5.7,0.3,82.3,8.3,4.3,0,0,33,2,2,SFRSMO650,3,3,465,58,56,Yes,No,Yes,No,No,Known,No,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,No,1-Highest,Suburban,Professional,Yes,Yes
3025158,58.06,532,50,0.25,31,0,-32,-8.1,19.7,15,18.3,0,0.3,63.5,24,0,84,61.7,34.7,0,2,33,1,1,ATLCHA423,4,2,653,52,42,Yes,Yes,Yes,Yes,Yes,Known,No,No,No,No,Yes,Yes,0,0,No,Yes,1,7,No,1,No,1-Highest,Other,Other,Yes,Yes
3025174,36.33,106,30,0.25,0,8.6,54,26.4,1.3,0.3,2.3,0,0,9.1,3.7,0,10.7,15.3,1.7,0,0.7,33,2,1,HOUHOU281,1,1,1012,42,18,Yes,No,No,Yes,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,1,6,No,0,No,1-Highest,Town,Crafts,No,No
3025186,85.09,234,95,0,0,0.1,-234,-0.1,0,0.7,9.7,0,0,126.7,7.3,5,60.7,25.7,0.7,0,0.7,33,6,4,MIAMIA305,4,4,786,58,60,Yes,Yes,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,1,1,Yes,No,0,6,Yes,0,Yes,1-Highest,Other,Retired,No,Yes
3025194,50.66,402,46,3.46,0,0.5,-194,-4.7,0.7,3,16.7,0,0,85,24,9.3,69.3,20.3,3.7,0,1,31,2,2,DALFTW817,2,2,480,32,24,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,5,No,0,No,1-Highest,Rural,Professional,Yes,No
3025198,71.03,1201,60,1.24,50,0,-439,-19.1,9,2.7,20.7,3.7,0,351.3,24,6,87,82.3,11.7,0,2,35,1,1,SANAUS512,3,3,366,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,No,1-Highest,Other,Other,Unknown,Yes
3025206,33.42,296,32,0.25,0,0.4,32,-0.9,1,4,18.7,0,0,49.2,1.7,1,85,20.7,5,0,0.7,31,2,2,INDIND317,2,1,200,58,50,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,No,1-Highest,Other,Other,Yes,No
3025210,56.21,237,30,0.99,43,6.6,318,35.3,3,0,5.7,0,0.7,34.7,30,3.7,42.7,48.7,3,0,0.3,31,1,1,NYCSUF516,3,3,571,54,50,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,Yes,0,9,No,0,No,1-Highest,Suburban,Other,Yes,Yes
3025214,38.56,283,45,2.23,0,0,-67,-2.2,4.3,6.3,12.3,0,0,54.6,31.7,8.7,89.3,78.3,10.7,0,1.3,37,2,2,DALDAL214,1,1,1119,28,30,Yes,No,No,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,No,3-Good,Suburban,Other,Yes,No
3025222,50.37,840,45,0.99,58,2,256,-16.4,17.7,1.7,42.7,6.7,0,214.7,86.7,40.7,109.3,145.3,19.3,0,0.3,31,1,1,NYCNEW973,3,2,44,30,28,Yes,Yes,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,5,No,0,No,1-Highest,Other,Other,Unknown,No
3025226,73.32,826,70,2.48,12,0,108,-0.9,10,1.7,101.3,0,0.3,80.1,61.7,3,372.3,80,11.7,0,3.7,31,2,2,HARNEW203,2,2,842,76,74,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,7,No,0,No,3-Good,Suburban,Clerical,No,No
3025230,62.36,662,60,0.74,37,0,66,5.6,15.7,1.3,45.7,0,0,129.3,15.7,0,152.3,41.7,17,0,0.3,31,1,1,SFRSCL408,2,2,541,32,0,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,7,No,1,No,5-Low,Other,Other,No,No
3025234,85.09,963,95,0,0,0.1,312,-0.1,5,10,53.7,0,0,329.8,20.7,12.3,238,73,15,0,2,33,1,1,DALDAL214,2,2,346,52,48,Yes,No,Yes,Yes,No,Known,No,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,No,1-Highest,Suburban,Other,No,No
3025238,35.37,47,30,0,0,4.8,-15,-3.4,0.7,0.3,4.3,0,0,1,2,0,12.7,2.7,1,0,0,33,1,1,NYCNEW973,2,2,381,42,40,Yes,Yes,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,1,1,Yes,No,0,6,No,0,Yes,4-Medium,Town,Other,Yes,No
3025242,35.41,51,20,0,38,1,-51,-16.4,0.3,0,1.7,0,0.3,4.1,5.7,1,11,3.3,0.3,0,0,35,1,1,SFRSFR415,2,2,427,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,No,4-Medium,Other,Other,Unknown,No
3025250,30.5,83,30,0,0,0,-62,-0.2,1.3,0,14.3,0,0,9.9,1.7,0,29.3,4,1.3,0,0,31,1,1,PHXPHX602,1,1,949,36,48,Yes,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,4,No,0,No,1-Highest,Suburban,Other,Unknown,Yes
3025258,56.16,353,45,0,66,0,91,29.6,9,0.7,16,0,0,45.3,11.7,0,70.3,18.7,9.7,0,1.3,37,1,1,APCSIL301,2,2,626,42,42,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,9,No,1,No,1-Highest,Suburban,Other,Yes,Yes
3025262,95.67,825,85,2.72,34,0,-266,-8.9,6,3,20.3,0,0,27.1,6,1,87.3,75.3,9,0,0.7,31,2,1,MIAMIA305,6,3,330,36,0,No,Yes,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,No,1-Highest,Suburban,Other,No,No
3025266,34.99,354,45,0,0,0,88,0,0.7,0.3,8,0,0,21.9,7,0,29.3,25,1,0,0,35,1,1,FLNORL407,1,1,1057,42,0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,1,4,No,0,No,1-Highest,Suburban,Professional,No,Yes
3025270,158.05,2548,160,2.48,38,0,324,3.2,10.7,13,127,0.3,0,679.9,190,36,650,270.7,23.7,0,20.3,35,1,1,HOUHOU281,5,4,171,0,0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,1,0,No,2,No,3-Good,Suburban,Other,Unknown,No
3025286,30.26,34,30,0,0,0,-2,-0.3,1,1,3.3,0,0,2.4,5.3,0,12.3,4.7,2,0,0,31,3,1,MIAVER561,2,2,73,0,0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,No,1-Highest,Town,Other,Unknown,No
3025298,49.8,320,48,1.98,28,0,62,9.3,6,28,10.3,3.7,0,5.5,3,0,131.3,23.3,34,0,0.3,31,1,1,OHICIN513,2,2,201,32,32,Yes,No,Yes,Yes,No,Known,Yes,Yes,Yes,No,Yes,No,0,0,No,No,0,4,No,1,No,1-Highest,Suburban,Professional,Yes,No
3025314,124.55,1167,50,0.74,166,0,245,67.8,9,1,17,0.3,0.3,449.5,84.3,38.7,360.7,113.7,10,0,0,31,1,1,NYCMAN917,3,3,439,30,0,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,Yes,0,3,No,0,No,3-Good,Other,Self,No,Yes
3025318,45.45,342,40,0.5,2,0,92,2.6,4,5,26,0,0,84.4,33.3,26.3,79,60.3,9,0,2.3,35,1,1,MIANDA305,1,1,1057,32,34,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,0,No,1-Highest,Other,Other,Yes,No
3025322,76.81,1110,90,0.74,25,0,102,-73.9,5.7,7.7,154.7,2,0,121.7,49.3,9.3,332,131.7,13.3,0,3.3,35,1,1,MIAFTL954,2,2,505,42,0,No,Yes,No,Yes,No,Known,No,No,No,No,Yes,Yes,0,0,No,Yes,0,6,No,0,No,1-Highest,Other,Self,No,No
3025326,40.08,342,32,1.73,4,4,148,1,0.7,0.7,8.3,0,0,40.3,7.3,0.7,62.7,25,1.3,0,0,31,2,2,NSHNSH615,2,2,251,30,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,No,1-Highest,Other,Professional,No,No
3025338,30.71,116,30,0,2,0,-60,-0.3,4.7,4.7,11.3,0,0,25.4,4,2,37,18.7,9.3,0,0,37,1,1,HOUHOU281,1,1,1118,34,30,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,4,No,0,No,2-High,Suburban,Student,Yes,Yes
3025366,50.34,277,30,0.74,56,0,-21,-3.5,2,3.7,16.7,0,0,36.7,24.7,2.7,96.7,50.7,5.7,0,0.7,33,1,1,SANSAN210,2,2,680,24,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,No,4-Medium,Rural,Other,Unknown,Yes
3025370,53.07,261,60,0.5,0,2.6,-55,-2.3,4.3,12,14.7,0,1,24.5,9.3,0,47.3,42.7,16.3,0,0.7,33,1,1,OKCLRK501,3,3,533,64,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,Yes,0,0,No,0,No,1-Highest,Suburban,Other,Unknown,No
